date,settlement_corridor,fx_corridor,fx_corridor,settlement_risk,p50_delay_min,extreme_delay_min,fx_risk,fx_slippage_bps,fx_regime_num
2023-08-06,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,25.62,7.685230024213075,0
2023-08-08,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,24.31,7.292978208232446,0
2023-08-09,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,23.1,6.929782082324455,0
2023-08-11,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,21.94,6.581113801452784,0
2023-08-12,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,21.21,6.36319612590799,0
2023-08-14,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,21.84,6.552058111380145,0
2023-08-15,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,29.39,8.818401937046005,0
2023-08-16,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,28.38,8.513317191283292,0
2023-08-17,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,27.51,8.25181598062954,0
2023-08-18,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,26.34,7.90314769975787,0
2023-08-21,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,24.7,7.409200968523002,0
2023-08-22,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,23.44,7.031476997578692,0
2023-08-23,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,22.18,6.653753026634382,0
2023-08-24,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,21.31,6.39225181598063,0
2023-08-25,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,20.48,6.145278450363197,0
2023-08-28,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,19.52,5.854721549636803,0
2023-08-29,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,18.5,5.549636803874092,0
2023-08-30,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,17.24,5.171912832929782,0
2023-08-31,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,15.93,4.779661016949152,0
2023-09-01,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,14.67,4.401937046004843,0
2023-09-02,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,18.01,5.404358353510895,0
2023-09-03,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,16.85,5.055690072639225,0
2023-09-05,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,15.88,4.765133171912833,0
2023-09-06,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,15.59,4.677966101694915,0
2023-09-08,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,14.92,4.474576271186441,0
2023-09-10,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,13.51,4.053268765133172,0
2023-09-11,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,12.45,3.73365617433414,0
2023-09-13,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,11.28,3.38498789346247,0
2023-09-14,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,11.67,3.5012106537530263,0
2023-09-15,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,10.51,3.152542372881356,0
2023-09-18,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,9.25,2.774818401937046,0
2023-09-19,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,7.99,2.397094430992736,0
2023-09-20,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,6.73,2.019370460048426,0
2023-09-21,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,5.38,1.6125907990314772,0
2023-09-22,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,4.55,1.3656174334140436,0
2023-09-25,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,3.78,1.1331719128329296,0
2023-09-26,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,3.15,0.9443099273607748,0
2023-09-27,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,2.62,0.7845036319612592,0
2023-09-28,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,2.08,0.6246973365617434,0
2023-09-29,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,1.6,0.4794188861985471,0
2023-10-01,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,1.21,0.3631961259079903,0
2023-10-02,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,3.87,1.1622276029055691,0
2023-10-03,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,11.19,3.3559322033898304,0
2023-10-04,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,9.83,2.949152542372881,0
2023-10-05,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,8.77,2.62953995157385,0
2023-10-07,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,7.46,2.2372881355932206,0
2023-10-08,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,17.0,5.099273607748184,0
2023-10-10,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,19.66,5.898305084745763,0
2023-10-11,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,20.29,6.087167070217918,0
2023-10-13,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,20.44,6.1307506053268765,0
2023-10-16,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,20.87,6.261501210653753,0
2023-10-17,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,20.0,6.0,0
2023-10-18,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,18.84,5.651331719128329,0
2023-10-19,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,17.58,5.27360774818402,0
2023-10-20,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,16.22,4.86682808716707,0
2023-10-23,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,15.06,4.518159806295399,0
2023-10-24,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,13.46,4.038740920096852,0
2023-10-25,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,12.06,3.617433414043584,0
2023-10-26,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,10.7,3.2106537530266346,0
2023-10-27,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,9.49,2.847457627118644,0
2023-10-30,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,8.28,2.484261501210654,0
2023-10-31,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,6.92,2.077481840193705,0
2023-11-01,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,5.57,1.6707021791767551,0
2023-11-04,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,4.94,1.4818401937046006,0
2023-11-05,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,4.12,1.234866828087167,0
2023-11-07,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,3.34,1.0024213075060533,0
2023-11-08,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,2.81,0.8426150121065376,0
2023-11-09,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,2.42,0.7263922518159807,0
2023-11-10,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,1.99,0.5956416464891041,0
2023-11-12,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,1.5,0.4503631961259079,0
2023-11-13,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,15.5,4.648910411622277,0
2023-11-14,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,20.05,6.014527845036319,0
2023-11-15,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,18.93,5.680387409200968,0
2023-11-16,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,17.68,5.302663438256659,0
2023-11-17,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,16.27,4.881355932203389,0
2023-11-20,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,15.11,4.532687651331719,0
2023-11-21,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,13.56,4.067796610169491,0
2023-11-22,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,12.15,3.646489104116223,0
2023-11-23,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,10.75,3.2251815980629543,0
2023-11-24,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,9.54,2.861985472154964,0
2023-11-27,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,8.33,2.4987893462469737,0
2023-11-28,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,7.02,2.106537530266344,0
2023-11-29,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,5.67,1.6997578692493946,0
2023-11-30,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,4.65,1.3946731234866827,0
2023-12-01,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,3.92,1.1767554479418885,0
2023-12-04,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,10.46,3.1380145278450366,0
2023-12-05,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,10.17,3.050847457627119,0
2023-12-06,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,9.2,2.7602905569007263,0
2023-12-07,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,8.04,2.411622276029056,0
2023-12-09,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,6.83,2.048426150121065,0
2023-12-10,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,13.22,3.9661016949152543,0
2023-12-12,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,11.77,3.530266343825666,0
2023-12-13,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,12.54,3.7627118644067794,0
2023-12-14,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,11.33,3.3995157384987893,0
2023-12-15,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,9.98,2.9927360774818403,0
2023-12-18,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,8.86,2.6585956416464893,0
2023-12-19,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,7.41,2.222760290556901,0
2023-12-20,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,6.15,1.8450363196125907,0
2023-12-21,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,4.99,1.4963680387409202,0
2023-12-22,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,4.16,1.2493946731234868,0
2023-12-25,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,3.39,1.0169491525423728,0
2023-12-26,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,2.86,0.8571428571428571,0
2023-12-27,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,2.28,0.6828087167070218,0
2023-12-28,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,1.74,0.523002421307506,0
2023-12-29,GBRIND,INR_GBP,INR_GBP,17.0,720.0,2880.0,1.31,0.3922518159806296,0
2016-01-28,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,59.32,17.796610169491526,1
2016-01-29,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,57.82,17.346246973365616,1
2016-02-02,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,56.56,16.968523002421307,1
2016-02-03,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,55.06,16.5181598062954,1
2016-02-05,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,53.56,16.06779661016949,1
2016-02-06,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,64.5,19.351089588377725,1
2016-02-08,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,65.76,19.72881355932203,1
2016-02-09,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,64.46,19.33656174334141,1
2016-02-11,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,63.1,18.92978208232445,1
2016-02-12,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,61.65,18.493946731234868,1
2016-02-15,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,64.94,19.4818401937046,1
2016-02-16,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,71.62,21.486682808716708,2
2016-02-17,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,70.27,21.07990314769976,2
2016-02-18,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,68.72,20.61501210653753,1
2016-02-19,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,66.68,20.004842615012105,1
2016-02-22,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,65.13,19.53995157384988,1
2016-02-23,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,63.97,19.19128329297821,1
2016-02-24,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,62.52,18.755447941888622,1
2016-02-25,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,60.97,18.29055690072639,1
2016-02-26,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,59.23,17.767554479418887,1
2016-02-29,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,57.72,17.31719128329298,1
2016-03-02,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,56.22,16.86682808716707,1
2016-03-03,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,55.45,16.634382566585955,1
2016-03-05,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,54.38,16.314769975786923,1
2016-03-06,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,61.79,18.537530266343826,1
2016-03-08,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,60.73,18.2179176755448,1
2016-03-10,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,59.81,17.941888619854723,1
2016-03-11,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,57.97,17.389830508474574,1
2016-03-14,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,56.8,17.041162227602907,1
2016-03-15,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,55.11,16.532687651331717,1
2016-03-16,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,53.41,16.024213075060533,1
2016-03-17,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,51.77,15.530266343825666,1
2016-03-18,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,51.91,15.573849878934624,1
2016-03-21,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.56,15.167070217917676,1
2016-03-22,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.59,14.876513317191284,1
2016-03-23,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.43,14.527845036319611,1
2016-03-24,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.36,14.20823244552058,1
2016-03-25,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,46.15,13.845036319612593,1
2016-03-28,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,44.84,13.45278450363196,1
2016-03-29,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,43.44,13.031476997578691,1
2016-03-30,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,42.37,12.71186440677966,1
2016-03-31,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,41.4,12.42130750605327,1
2016-04-01,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,40.05,12.01452784503632,1
2016-04-02,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.81,14.64406779661017,1
2016-04-03,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,51.57,15.472154963680389,1
2016-04-04,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.8,15.239709443099274,1
2016-04-05,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,53.37,16.009685230024214,1
2016-04-07,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.25,15.67554479418886,1
2016-04-08,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,53.9,16.16949152542373,1
2016-04-10,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.45,15.73365617433414,1
2016-04-11,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,51.09,15.326876513317192,1
2016-04-13,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.22,15.06537530266344,1
2016-04-14,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.49,14.847457627118644,1
2016-04-15,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.14,14.440677966101696,1
2016-04-18,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.12,14.135593220338984,1
2016-04-19,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,45.96,13.786924939467312,1
2016-04-20,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,44.7,13.409200968523002,1
2016-04-21,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,43.34,13.002421307506054,1
2016-04-22,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,42.28,12.682808716707022,1
2016-04-25,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,41.11,12.334140435835351,1
2016-04-26,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,39.56,11.869249394673124,1
2016-04-27,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,38.35,11.506053268765132,1
2016-04-28,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,36.76,11.026634382566586,1
2016-04-29,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,35.21,10.561743341404355,1
2016-05-01,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,34.14,10.242130750605329,1
2016-05-02,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.57,14.571428571428571,1
2016-05-04,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.94,15.283292978208232,1
2016-05-05,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,51.28,15.384987893462467,1
2016-05-07,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.02,15.00726392251816,1
2016-05-08,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,51.33,15.39951573849879,1
2016-05-09,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.07,15.02179176755448,1
2016-05-10,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.1,14.731234866828087,1
2016-05-12,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.85,14.353510895883776,1
2016-05-13,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.4,15.719128329297822,1
2016-05-16,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,60.53,18.15980629539952,1
2016-05-17,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,58.74,17.62227602905569,1
2016-05-18,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,57.24,17.17191283292978,1
2016-05-19,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,55.54,16.663438256658598,1
2016-05-20,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,54.04,16.213075060532688,1
2016-05-23,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.49,15.74818401937046,1
2016-05-24,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.85,15.254237288135592,1
2016-05-25,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.83,14.949152542372882,1
2016-05-26,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.67,14.600484261501212,1
2016-05-27,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.6,14.28087167070218,1
2016-05-30,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,46.39,13.91767554479419,1
2016-05-31,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,45.08,13.52542372881356,1
2016-06-01,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,43.58,13.075060532687653,1
2016-06-04,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,46.63,13.990314769975788,1
2016-06-05,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,57.38,17.215496368038743,1
2016-06-06,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,55.59,16.677966101694917,1
2016-06-07,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,54.24,16.271186440677965,1
2016-06-09,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,54.82,16.4455205811138,1
2016-06-10,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,53.85,16.154963680387407,1
2016-06-12,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.54,15.76271186440678,1
2016-06-13,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,57.0,17.099273607748184,1
2016-06-14,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,64.16,19.249394673123486,1
2016-06-15,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,62.76,18.828087167070212,1
2016-06-16,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,61.26,18.37772397094431,1
2016-06-17,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,59.71,17.91283292978208,1
2016-06-20,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,58.16,17.447941888619855,1
2016-06-21,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,56.66,16.99757869249395,1
2016-06-22,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,55.01,16.50363196125908,1
2016-06-23,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,53.32,15.995157384987891,1
2016-06-24,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.01,15.602905569007264,1
2016-06-27,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.35,15.7046004842615,1
2016-06-28,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,51.19,15.355932203389832,1
2016-06-29,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.98,14.99273607748184,1
2016-06-30,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.91,14.673123486682808,1
2016-07-01,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.89,14.368038740920095,1
2016-07-03,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.55,14.26634382566586,1
2016-07-04,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,46.83,14.048426150121069,1
2016-07-06,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.2,14.760290556900726,1
2016-07-07,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.94,14.382566585956416,1
2016-07-09,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.86,14.658595641646489,1
2016-07-10,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.18,14.455205811138011,1
2016-07-11,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.31,14.193704600484262,1
2016-07-12,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,46.54,13.961259079903147,1
2016-07-13,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.51,14.25181598062954,1
2016-07-14,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.3,14.789346246973366,1
2016-07-15,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.99,14.397094430992738,1
2016-07-18,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,46.97,14.092009685230025,1
2016-07-19,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,45.71,13.714285714285714,1
2016-07-20,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,44.46,13.336561743341404,1
2016-07-21,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,43.15,12.944309927360775,1
2016-07-22,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,42.08,12.624697336561743,1
2016-07-25,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,40.97,12.290556900726394,1
2016-07-26,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,39.37,11.811138014527844,1
2016-07-27,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,38.11,11.433414043583536,1
2016-07-28,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,36.13,10.837772397094431,1
2016-07-29,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,35.35,10.60532687651332,1
2016-08-01,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,34.04,10.213075060532686,1
2016-08-02,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,35.64,10.692493946731236,1
2016-08-03,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,37.58,11.27360774818402,1
2016-08-04,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,36.9,11.070217917675544,1
2016-08-06,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,40.48,12.145278450363197,1
2016-08-07,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,39.08,11.723970944309928,1
2016-08-08,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,42.13,12.639225181598064,1
2016-08-09,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,40.92,12.276029055690072,1
2016-08-11,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,40.34,12.10169491525424,1
2016-08-12,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,40.77,12.232445520581114,1
2016-08-15,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,44.75,13.423728813559322,1
2016-08-16,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,52.3,15.690072639225182,1
2016-08-17,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,50.75,15.225181598062951,1
2016-08-18,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,49.78,14.93462469733656,1
2016-08-19,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,48.77,14.62953995157385,1
2016-08-22,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,47.65,14.2953995157385,1
2016-08-23,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,46.34,13.903147699757868,1
2016-08-24,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,45.04,13.51089588377724,1
2016-08-25,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,43.63,13.089588377723972,1
2016-08-26,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,42.42,12.72639225181598,1
2016-08-29,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,41.31,12.39225181598063,1
2016-08-30,DEUIND,USD_EUR,USD_EUR,24.0,720.0,2880.0,39.81,11.941888619854724,1
